analysis_context	antigen_group	antigen_target	previous_4vHPV_doses	feature	outcome_family	mechanistic_axis	raw_effect_log2	raw_geometric_mean_ratio	raw_q_value	floor_status	bpv_status	method_status	evidence_grade	claim_readiness	interpretation_guardrail	biological_summary
heterologous_2vHPV_recall	vaccine_type	HPV18	2	FcgR2B	Fc-receptor engagement	Fc-receptor communication	1.8169470483435013	3.5233481756598586	0.0039265913710809	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV18 FcgR2B increased by 1.82 log2 units (3.52-fold; q=0.00393); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	3	IgA1	Antibody abundance	Binding-antibody abundance	1.0130246791644233	2.018137790250921	0.0171409079622039	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV45 IgA1 increased by 1.01 log2 units (2.02-fold; q=0.0171); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	IgG1	IgG subclass architecture	IgG subclass architecture	0.1323914496668569	1.09610913584226	0.0185987181317366	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 IgG1 increased by 0.13 log2 units (1.10-fold; q=0.0186); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	IgG1	IgG subclass architecture	IgG subclass architecture	0.2128784086785853	1.1589982666241163	0.0220222301739975	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 IgG1 increased by 0.21 log2 units (1.16-fold; q=0.022); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	3	IgA1	Antibody abundance	Binding-antibody abundance	0.859958871055299	1.81498656751182	0.0342546519259142	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV33 IgA1 increased by 0.86 log2 units (1.81-fold; q=0.0343); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	FcgR2B	Fc-receptor engagement	Fc-receptor communication	0.1402537704033843	1.1020989582984912	0.0382254631407222	supported	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 FcgR2B increased by 0.14 log2 units (1.10-fold; q=0.0382); floor=supported; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV31	2	IgA2	Antibody abundance	Binding-antibody abundance	4.901327733755285	29.88454627074185	0.0010618538738222	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV31 IgA2 increased by 4.90 log2 units (29.88-fold; q=0.00106); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	cross_reactive_type	HPV31	3	IgA2	Antibody abundance	Binding-antibody abundance	4.571850710320103	23.78286657916652	0.0010618538738222	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV31 IgA2 increased by 4.57 log2 units (23.78-fold; q=0.00106); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	cross_reactive_type	HPV31	1	IgA2	Antibody abundance	Binding-antibody abundance	4.103218683831435	17.186676506307215	0.0015359101285996	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV31 IgA2 increased by 4.10 log2 units (17.19-fold; q=0.00154); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	IgA2	Antibody abundance	Binding-antibody abundance	3.404783419719778	10.591121203403608	0.0031089067534575	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV18 IgA2 increased by 3.40 log2 units (10.59-fold; q=0.00311); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	IgA2	Antibody abundance	Binding-antibody abundance	3.500751592338076	11.319604070621772	0.0046047915792512	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV18 IgA2 increased by 3.50 log2 units (11.32-fold; q=0.0046); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	FcgR2A	Fc-receptor engagement	Fc-receptor communication	3.0410379055636256	8.230829918240403	0.0052016851713717	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV33 FcgR2A increased by 3.04 log2 units (8.23-fold; q=0.0052); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	1	IgA2	Antibody abundance	Binding-antibody abundance	3.151005691198407	8.882745709953971	0.0096837156576655	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV58 IgA2 increased by 3.15 log2 units (8.88-fold; q=0.00968); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV58	0	IgA2	Antibody abundance	Binding-antibody abundance	2.17634614762424	4.52007323500782	0.0107350596014423	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Primary 2vHPV induction: HPV58 IgA2 increased by 2.18 log2 units (4.52-fold; q=0.0107); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	1	IgG2	IgG subclass architecture	IgG subclass architecture	1.9789670754065696	3.942107381576022	0.0114255294225792	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV45 IgG2 increased by 1.98 log2 units (3.94-fold; q=0.0114); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	2	FcgR2A	Fc-receptor engagement	Fc-receptor communication	2.5539314034723497	5.872323323265394	0.0125845487886539	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV33 FcgR2A increased by 2.55 log2 units (5.87-fold; q=0.0126); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	IgG4	IgG subclass architecture	IgG subclass architecture	1.8101030181419635	3.506673276412374	0.0179737170494724	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV18 IgG4 increased by 1.81 log2 units (3.51-fold; q=0.018); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	IgG2	IgG subclass architecture	IgG subclass architecture	1.6303759364159691	3.0959366188786577	0.0185987181317366	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV33 IgG2 increased by 1.63 log2 units (3.10-fold; q=0.0186); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	IgA2	Antibody abundance	Binding-antibody abundance	1.7438883408538173	3.349366711671018	0.0304151820216233	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV16 IgA2 increased by 1.74 log2 units (3.35-fold; q=0.0304); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	1	IgA1	Antibody abundance	Binding-antibody abundance	2.050698106177875	4.143063998996063	0.0333241362558821	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV52 IgA1 increased by 2.05 log2 units (4.14-fold; q=0.0333); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	IgG4	IgG subclass architecture	IgG subclass architecture	1.9345140694584284	3.8224935559492144	0.0366361193262146	not_supported	bpv_calibrated_supported	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV18 IgG4 increased by 1.93 log2 units (3.82-fold; q=0.0366); floor=not_supported; BPV calibration=bpv_calibrated_supported.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	2	IgA1	Antibody abundance	Binding-antibody abundance	1.2960559603639987	2.455566614387873	0.0492467785908425	not_supported	attenuated_after_bpv_calibration	not_applicable	B4_not_supported_after_floor_sensitivity	qualified_claim_only	Do not promote without explicit assay-floor qualification.	Heterologous 2vHPV recall: HPV52 IgA1 increased by 1.30 log2 units (2.46-fold; q=0.0492); floor=not_supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	3	IgG4	IgG subclass architecture	IgG subclass architecture	0.9141729682655536	1.8844884702352305	0.0878293572842208	not_required	emerges_after_bpv_calibration	not_applicable	C1_emerges_after_bpv_calibration	exploratory_only	Treat as exploratory and calibration-dependent.	Heterologous 2vHPV recall: HPV52 IgG4 increased by 0.91 log2 units (1.88-fold; q=0.0878); floor=not_required; BPV calibration=emerges_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV31	0	IgG3	IgG subclass architecture	IgG subclass architecture	1.6810237828465269	3.2065541772492256	0.3081606542166554	not_required	emerges_after_bpv_calibration	not_applicable	C1_emerges_after_bpv_calibration	exploratory_only	Treat as exploratory and calibration-dependent.	Primary 2vHPV induction: HPV31 IgG3 increased by 1.68 log2 units (3.21-fold; q=0.308); floor=not_required; BPV calibration=emerges_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	FcgR2B	Fc-receptor engagement	Fc-receptor communication	0.7107798963519194	1.6366886440015604	0.0645619135869641	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV18 FcgR2B increased by 0.71 log2 units (1.64-fold; q=0.0646); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	1	FcgR2A	Fc-receptor engagement	Fc-receptor communication	1.0034217709890243	2.004749211669322	0.0652458649322263	not_required	direction_changed_after_bpv_calibration	nominal_significance_method_sensitive	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 FcgR2A increased by 1.00 log2 units (2.00-fold; q=0.0652); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	1	IgG	Antibody abundance	Binding-antibody abundance	0.9236340941015236	1.8968874680671604	0.0767945689118467	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 IgG increased by 0.92 log2 units (1.90-fold; q=0.0768); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	2	IgG2	IgG subclass architecture	IgG subclass architecture	0.7288561051003166	1.6573244986164328	0.1802700021174642	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV33 IgG2 increased by 0.73 log2 units (1.66-fold; q=0.18); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	IgG	Antibody abundance	Binding-antibody abundance	0.0063948956471252	1.0044424424077756	0.2129387886679621	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 IgG increased by 0.01 log2 units (1.00-fold; q=0.213); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	1	FcgR2A	Fc-receptor engagement	Fc-receptor communication	0.8734429211837551	1.83202973716756	0.2535517980692016	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV18 FcgR2A increased by 0.87 log2 units (1.83-fold; q=0.254); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	FcgR2B	Fc-receptor engagement	Fc-receptor communication	0.1242531859870659	1.089943375209467	0.2535517980692016	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 FcgR2B increased by 0.12 log2 units (1.09-fold; q=0.254); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	IgG	Antibody abundance	Binding-antibody abundance	0.0615646899746169	1.0435969913029453	0.2691402997993486	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 IgG increased by 0.06 log2 units (1.04-fold; q=0.269); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	IgG2	IgG subclass architecture	IgG subclass architecture	0.4246740794557859	1.3422692352663848	0.4195335679498815	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV16 IgG2 increased by 0.42 log2 units (1.34-fold; q=0.42); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	vaccine_type	HPV18	0	IgG2	IgG subclass architecture	IgG subclass architecture	0.6552732689055487	1.5749142381679535	0.5315333681090648	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV18 IgG2 increased by 0.66 log2 units (1.57-fold; q=0.532); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	3	IgA1	Antibody abundance	Binding-antibody abundance	0.2504407937538809	1.1895705148492706	0.5527710134204906	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV52 IgA1 increased by 0.25 log2 units (1.19-fold; q=0.553); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	2	IgA2	Antibody abundance	Binding-antibody abundance	0.4172285805384668	1.3353598608931732	0.6009819140085314	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV52 IgA2 increased by 0.42 log2 units (1.34-fold; q=0.601); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	3	IgG3	IgG subclass architecture	IgG subclass architecture	0.2403816809346365	1.1813051474382728	0.6234187306936578	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV33 IgG3 increased by 0.24 log2 units (1.18-fold; q=0.623); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	2	IgM	Antibody abundance	Binding-antibody abundance	0.0711384898123578	1.0505453850383335	0.7140063926963462	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV52 IgM increased by 0.07 log2 units (1.05-fold; q=0.714); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV33	0	IgG2	IgG subclass architecture	IgG subclass architecture	0.340542911336152	1.2662330099153638	0.741977992966963	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV33 IgG2 increased by 0.34 log2 units (1.27-fold; q=0.742); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	2	IgM	Antibody abundance	Binding-antibody abundance	0.0297463970624993	1.0208326637209415	0.8027891181298737	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV33 IgM increased by 0.03 log2 units (1.02-fold; q=0.803); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV52	0	IgG4	IgG subclass architecture	IgG subclass architecture	0.0432257821943365	1.0304152012813816	0.8460604444422937	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV52 IgG4 increased by 0.04 log2 units (1.03-fold; q=0.846); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	3	IgM	Antibody abundance	Binding-antibody abundance	0.042295659475238	1.029751094399452	0.8581789428149184	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV58 IgM increased by 0.04 log2 units (1.03-fold; q=0.858); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV52	0	IgG3	IgG subclass architecture	IgG subclass architecture	-0.1657688498730647	0.89145331404925	0.8843652448025787	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV52 IgG3 decreased by -0.17 log2 units (0.89-fold; q=0.884); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	vaccine_type	HPV18	0	FcgR2A	Fc-receptor engagement	Fc-receptor communication	-0.1834267728772605	0.8806088370426944	0.922892477127598	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV18 FcgR2A decreased by -0.18 log2 units (0.88-fold; q=0.923); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV58	0	FcgR2A	Fc-receptor engagement	Fc-receptor communication	-0.1333733058759735	0.9116972279451632	0.922892477127598	not_applicable_raw_not_fdr_significant	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Primary 2vHPV induction: HPV58 FcgR2A decreased by -0.13 log2 units (0.91-fold; q=0.923); floor=not_applicable_raw_not_fdr_significant; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	IgG4	IgG subclass architecture	IgG subclass architecture	-0.0304463704136265	0.9791173114356992	0.9307490061641176	not_required	direction_changed_after_bpv_calibration	not_applicable	C2_direction_changed_without_raw_fdr	exploratory_only	Treat as exploratory heterologous-control-sensitive behavior.	Heterologous 2vHPV recall: HPV33 IgG4 decreased by -0.03 log2 units (0.98-fold; q=0.931); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
