matrix_representation	principal_component	component_number	loading_direction	loading_rank	feature_column	antigen_target	assay_feature	feature_family	loading	absolute_loading	contribution_percent
raw_log2_change	PC8	8	lowest_loading	3	HPV18__ADCP	HPV18	ADCP	phagocytic_function	-0.16357885139605918	0.16357885139605918	2.675804062405401
raw_log2_change	PC8	8	lowest_loading	4	HPV33__FcgR3A	HPV33	FcgR3A	fc_receptor_communication	-0.1586793571394116	0.1586793571394116	2.517913838217693
raw_log2_change	PC8	8	lowest_loading	5	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	-0.15369541923059168	0.15369541923059168	2.362228189246733
raw_log2_change	PC8	8	lowest_loading	6	HPV16__ADCP	HPV16	ADCP	phagocytic_function	-0.1510727363104125	0.1510727363104125	2.2822971656315425
raw_log2_change	PC8	8	lowest_loading	7	HPV52__FcgR3A	HPV52	FcgR3A	fc_receptor_communication	-0.12210123341978626	0.12210123341978626	1.4908711202633131
raw_log2_change	PC8	8	lowest_loading	8	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	-0.11835817278092722	0.11835817278092722	1.400865706403982
raw_log2_change	PC8	8	lowest_loading	9	HPV18__nAb	HPV18	nAb	neutralization	-0.11489575615607042	0.11489575615607042	1.3201034782675194
raw_log2_change	PC8	8	lowest_loading	10	HPV58__FcgR3A	HPV58	FcgR3A	fc_receptor_communication	-0.11268022684793726	0.11268022684793726	1.26968335225026
raw_log2_change	PC9	9	highest_loading	1	HPV16__IgG2	HPV16	IgG2	igg_subclass_architecture	0.30624895241867245	0.30624895241867245	9.37884208575343
raw_log2_change	PC9	9	highest_loading	2	HPV16__IgG4	HPV16	IgG4	igg_subclass_architecture	0.24670081351907974	0.24670081351907974	6.086129139097576
raw_log2_change	PC9	9	highest_loading	3	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	0.23158032205931972	0.23158032205931972	5.362944556509825
raw_log2_change	PC9	9	highest_loading	4	HPV52__IgG2	HPV52	IgG2	igg_subclass_architecture	0.21520526506791737	0.21520526506791737	4.631330611295257
raw_log2_change	PC9	9	highest_loading	5	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	0.21269248000933444	0.21269248000933444	4.523809105252113
raw_log2_change	PC9	9	highest_loading	6	HPV31__IgG2	HPV31	IgG2	igg_subclass_architecture	0.20874788547527054	0.20874788547527054	4.357567969039666
raw_log2_change	PC9	9	highest_loading	7	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	0.19680768335592919	0.19680768335592919	3.873326422792769
raw_log2_change	PC9	9	highest_loading	8	HPV58__IgG2	HPV58	IgG2	igg_subclass_architecture	0.18557655573386234	0.18557655573386234	3.4438658038043317
raw_log2_change	PC9	9	highest_loading	9	BPV__IgG4	BPV	IgG4	igg_subclass_architecture	0.1814494406996563	0.1814494406996563	3.2923899530218086
raw_log2_change	PC9	9	highest_loading	10	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	0.13955590455765046	0.13955590455765046	1.9475850496904046
raw_log2_change	PC9	9	lowest_loading	1	HPV33__IgA2	HPV33	IgA2	binding_antibody_abundance	-0.2663112046700873	0.2663112046700873	7.0921657732833125
raw_log2_change	PC9	9	lowest_loading	2	HPV31__IgA2	HPV31	IgA2	binding_antibody_abundance	-0.17913789673123273	0.17913789673123273	3.2090386045289807
raw_log2_change	PC9	9	lowest_loading	3	BPV__IgM	BPV	IgM	binding_antibody_abundance	-0.1571932518238331	0.1571932518238331	2.4709718418951003
raw_log2_change	PC9	9	lowest_loading	4	HPV18__IgA2	HPV18	IgA2	binding_antibody_abundance	-0.15140420538857174	0.15140420538857174	2.2923233409344816
raw_log2_change	PC9	9	lowest_loading	5	HPV33__IgG4	HPV33	IgG4	igg_subclass_architecture	-0.1419329303326837	0.1419329303326837	2.0144956712822446
raw_log2_change	PC9	9	lowest_loading	6	HPV33__IgM	HPV33	IgM	binding_antibody_abundance	-0.14148544405279434	0.14148544405279434	2.0018130878816396
raw_log2_change	PC9	9	lowest_loading	7	HPV31__IgG1	HPV31	IgG1	igg_subclass_architecture	-0.14143527061383995	0.14143527061383995	2.000393577361014
raw_log2_change	PC9	9	lowest_loading	8	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	-0.13806529882444948	0.13806529882444948	1.9062026739484532
raw_log2_change	PC9	9	lowest_loading	9	BPV__IgA2	BPV	IgA2	binding_antibody_abundance	-0.12065228647134052	0.12065228647134052	1.4556974230762418
raw_log2_change	PC9	9	lowest_loading	10	HPV58__IgA2	HPV58	IgA2	binding_antibody_abundance	-0.11964288624791806	0.11964288624791806	1.4314420229732263
bpv_calibrated_log2_change	PC1	1	highest_loading	1	HPV52__IgG	HPV52	IgG	binding_antibody_abundance	0.21527699792992816	0.21527699792992816	4.634418583772229
bpv_calibrated_log2_change	PC1	1	highest_loading	2	HPV52__FcgR3A	HPV52	FcgR3A	fc_receptor_communication	0.19612562607933914	0.19612562607933914	3.8465261205012755
bpv_calibrated_log2_change	PC1	1	highest_loading	3	HPV45__IgG	HPV45	IgG	binding_antibody_abundance	0.19270636037540664	0.19270636037540664	3.7135741329136094
bpv_calibrated_log2_change	PC1	1	highest_loading	4	HPV52__IgG1	HPV52	IgG1	igg_subclass_architecture	0.1914488608275167	0.1914488608275167	3.6652666312153857
bpv_calibrated_log2_change	PC1	1	highest_loading	5	HPV58__FcgR3A	HPV58	FcgR3A	fc_receptor_communication	0.1908530178900178	0.1908530178900178	3.6424874437727452
bpv_calibrated_log2_change	PC1	1	highest_loading	6	HPV45__IgG1	HPV45	IgG1	igg_subclass_architecture	0.1870430565277455	0.1870430565277455	3.49851049952414
bpv_calibrated_log2_change	PC1	1	highest_loading	7	HPV58__IgG1	HPV58	IgG1	igg_subclass_architecture	0.17987218984617173	0.17987218984617173	3.2354004680057247
bpv_calibrated_log2_change	PC1	1	highest_loading	8	HPV58__IgG	HPV58	IgG	binding_antibody_abundance	0.1795057042610385	0.1795057042610385	3.222229786225142
bpv_calibrated_log2_change	PC1	1	highest_loading	9	HPV45__FcgR3A	HPV45	FcgR3A	fc_receptor_communication	0.1779020123906447	0.1779020123906447	3.1649126012641102
bpv_calibrated_log2_change	PC1	1	highest_loading	10	HPV45__FcgR2A	HPV45	FcgR2A	fc_receptor_communication	0.16943547124236616	0.16943547124236616	2.8708378915122688
bpv_calibrated_log2_change	PC1	1	lowest_loading	1	HPV16__IgG1	HPV16	IgG1	igg_subclass_architecture	-0.1884134614228455	0.1884134614228455	3.5499632445338096
bpv_calibrated_log2_change	PC1	1	lowest_loading	2	HPV16__IgG	HPV16	IgG	binding_antibody_abundance	-0.17235233316832932	0.17235233316832932	2.970532674856679
bpv_calibrated_log2_change	PC1	1	lowest_loading	3	HPV16__FcgR2B	HPV16	FcgR2B	fc_receptor_communication	-0.15252929514891855	0.15252929514891855	2.3265185878625907
bpv_calibrated_log2_change	PC1	1	lowest_loading	4	HPV16__FcgR3A	HPV16	FcgR3A	fc_receptor_communication	-0.14383971130219997	0.14383971130219997	2.068986254750023
bpv_calibrated_log2_change	PC1	1	lowest_loading	5	HPV18__IgG1	HPV18	IgG1	igg_subclass_architecture	-0.10936807008830242	0.10936807008830242	1.196137475483983
bpv_calibrated_log2_change	PC1	1	lowest_loading	6	HPV16__IgM	HPV16	IgM	binding_antibody_abundance	-0.107813804074567	0.107813804074567	1.162381634902912
bpv_calibrated_log2_change	PC1	1	lowest_loading	7	HPV16__IgG3	HPV16	IgG3	igg_subclass_architecture	-0.10541278498862157	0.10541278498862157	1.111185523905736
bpv_calibrated_log2_change	PC1	1	lowest_loading	8	HPV16__IgA2	HPV16	IgA2	binding_antibody_abundance	-0.08498620277161939	0.08498620277161939	0.7222654661538808
bpv_calibrated_log2_change	PC1	1	lowest_loading	9	HPV18__IgG	HPV18	IgG	binding_antibody_abundance	-0.08180566062516247	0.08180566062516247	0.6692166110319256
bpv_calibrated_log2_change	PC1	1	lowest_loading	10	HPV18__FcgR3A	HPV18	FcgR3A	fc_receptor_communication	-0.06051830152775836	0.06051830152775836	0.366246481980468
bpv_calibrated_log2_change	PC10	10	highest_loading	1	HPV18__IgG4	HPV18	IgG4	igg_subclass_architecture	0.2856392109152942	0.2856392109152942	8.158975881231193
bpv_calibrated_log2_change	PC10	10	highest_loading	2	HPV52__IgA1	HPV52	IgA1	binding_antibody_abundance	0.23022873210255385	0.23022873210255385	5.300526908554951
bpv_calibrated_log2_change	PC10	10	highest_loading	3	HPV45__IgA1	HPV45	IgA1	binding_antibody_abundance	0.19988527214569993	0.19988527214569993	3.995412202076052
bpv_calibrated_log2_change	PC10	10	highest_loading	4	HPV58__IgA1	HPV58	IgA1	binding_antibody_abundance	0.1953397208980395	0.1953397208980395	3.8157606560523973
bpv_calibrated_log2_change	PC10	10	highest_loading	5	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	0.19203068387286948	0.19203068387286948	3.6875783548681937
bpv_calibrated_log2_change	PC10	10	highest_loading	6	HPV16__IgG4	HPV16	IgG4	igg_subclass_architecture	0.1793422301299783	0.1793422301299783	3.2163635507994095
bpv_calibrated_log2_change	PC10	10	highest_loading	7	HPV33__IgA1	HPV33	IgA1	binding_antibody_abundance	0.1748770431160139	0.1748770431160139	3.0581980209000186
bpv_calibrated_log2_change	PC10	10	highest_loading	8	HPV33__IgM	HPV33	IgM	binding_antibody_abundance	0.16651737784319148	0.16651737784319148	2.77280371237722
bpv_calibrated_log2_change	PC10	10	highest_loading	9	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	0.1625771303218489	0.1625771303218489	2.643132330368744
bpv_calibrated_log2_change	PC10	10	highest_loading	10	HPV18__IgA1	HPV18	IgA1	binding_antibody_abundance	0.15991371738698254	0.15991371738698254	2.557239700852372
bpv_calibrated_log2_change	PC10	10	lowest_loading	1	HPV31__IgG2	HPV31	IgG2	igg_subclass_architecture	-0.17699091097162714	0.17699091097162714	3.1325782566566445
bpv_calibrated_log2_change	PC10	10	lowest_loading	2	HPV58__IgA2	HPV58	IgA2	binding_antibody_abundance	-0.17563751178276357	0.17563751178276357	3.084853554524041
bpv_calibrated_log2_change	PC10	10	lowest_loading	3	HPV31__IgA2	HPV31	IgA2	binding_antibody_abundance	-0.17488171847742248	0.17488171847742248	3.0583615457616453
bpv_calibrated_log2_change	PC10	10	lowest_loading	4	HPV16__IgA2	HPV16	IgA2	binding_antibody_abundance	-0.16411027425443503	0.16411027425443503	2.693218211586588
bpv_calibrated_log2_change	PC10	10	lowest_loading	5	HPV33__IgA2	HPV33	IgA2	binding_antibody_abundance	-0.1545864219367675	0.1545864219367675	2.389696184721231
bpv_calibrated_log2_change	PC10	10	lowest_loading	6	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	-0.1506916274805093	0.1506916274805093	2.270796659272458
bpv_calibrated_log2_change	PC10	10	lowest_loading	7	HPV52__IgG1	HPV52	IgG1	igg_subclass_architecture	-0.14457096637063818	0.14457096637063818	2.0900764317340195
bpv_calibrated_log2_change	PC10	10	lowest_loading	8	HPV33__IgG	HPV33	IgG	binding_antibody_abundance	-0.13921338003652936	0.13921338003652936	1.9380365181195152
bpv_calibrated_log2_change	PC10	10	lowest_loading	9	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	-0.13845742312294612	0.13845742312294612	1.9170458017846534
bpv_calibrated_log2_change	PC10	10	lowest_loading	10	HPV58__IgG1	HPV58	IgG1	igg_subclass_architecture	-0.12879053092807263	0.12879053092807263	1.6587000856734833
bpv_calibrated_log2_change	PC2	2	highest_loading	1	HPV16__IgA1	HPV16	IgA1	binding_antibody_abundance	0.23041020695257647	0.23041020695257647	5.308886346792912
bpv_calibrated_log2_change	PC2	2	highest_loading	2	HPV18__IgG	HPV18	IgG	binding_antibody_abundance	0.22342757690380183	0.22342757690380183	4.991988212110428
bpv_calibrated_log2_change	PC2	2	highest_loading	3	HPV18__IgA1	HPV18	IgA1	binding_antibody_abundance	0.21614688024006057	0.21614688024006057	4.6719473837511085
bpv_calibrated_log2_change	PC2	2	highest_loading	4	HPV16__IgA2	HPV16	IgA2	binding_antibody_abundance	0.21387842145143676	0.21387842145143676	4.574397916255841
bpv_calibrated_log2_change	PC2	2	highest_loading	5	HPV18__FcgR2B	HPV18	FcgR2B	fc_receptor_communication	0.20531334921380193	0.20531334921380193	4.2153571365388585
bpv_calibrated_log2_change	PC2	2	highest_loading	6	HPV31__FcgR2B	HPV31	FcgR2B	fc_receptor_communication	0.19362672972106615	0.19362672972106615	3.7491310462474803
bpv_calibrated_log2_change	PC2	2	highest_loading	7	HPV16__IgG	HPV16	IgG	binding_antibody_abundance	0.1910446864272659	0.1910446864272659	3.649807221209236
bpv_calibrated_log2_change	PC2	2	highest_loading	8	HPV18__IgG1	HPV18	IgG1	igg_subclass_architecture	0.18634934689812427	0.18634934689812427	3.472607908935746
bpv_calibrated_log2_change	PC2	2	highest_loading	9	HPV16__IgM	HPV16	IgM	binding_antibody_abundance	0.1834594504857487	0.1834594504857487	3.365736997253287
bpv_calibrated_log2_change	PC2	2	highest_loading	10	HPV16__FcgR2B	HPV16	FcgR2B	fc_receptor_communication	0.18332425514117173	0.18332425514117173	3.3607782523065426
bpv_calibrated_log2_change	PC2	2	lowest_loading	1	HPV58__IgG4	HPV58	IgG4	igg_subclass_architecture	-0.150718270202152	0.150718270202152	2.27159969727289
bpv_calibrated_log2_change	PC2	2	lowest_loading	2	HPV31__IgG4	HPV31	IgG4	igg_subclass_architecture	-0.14082464369400946	0.14082464369400946	1.983158027154472
bpv_calibrated_log2_change	PC2	2	lowest_loading	3	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	-0.12804431790453125	0.12804431790453125	1.639534734763666
bpv_calibrated_log2_change	PC2	2	lowest_loading	4	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	-0.11830261320451625	0.11830261320451625	1.3995508291017382
bpv_calibrated_log2_change	PC2	2	lowest_loading	5	HPV33__IgG4	HPV33	IgG4	igg_subclass_architecture	-0.08140400664319054	0.08140400664319054	0.662661229756461
bpv_calibrated_log2_change	PC2	2	lowest_loading	6	HPV18__IgG4	HPV18	IgG4	igg_subclass_architecture	-0.07366885695539055	0.07366885695539055	0.5427100485113795
bpv_calibrated_log2_change	PC2	2	lowest_loading	7	HPV45__IgA2	HPV45	IgA2	binding_antibody_abundance	-0.058182272362482336	0.058182272362482336	0.3385176817262076
bpv_calibrated_log2_change	PC2	2	lowest_loading	8	HPV45__IgG1	HPV45	IgG1	igg_subclass_architecture	-0.036828648875516755	0.036828648875516755	0.13563493779961017
bpv_calibrated_log2_change	PC2	2	lowest_loading	9	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	-0.033280021989107025	0.033280021989107025	0.1107559863595447
bpv_calibrated_log2_change	PC2	2	lowest_loading	10	HPV31__IgG2	HPV31	IgG2	igg_subclass_architecture	-0.03108342173938375	0.03108342173938375	0.09661791070283943
bpv_calibrated_log2_change	PC3	3	highest_loading	1	HPV58__IgG2	HPV58	IgG2	igg_subclass_architecture	0.2690292268255076	0.2690292268255076	7.237672488633043
bpv_calibrated_log2_change	PC3	3	highest_loading	2	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	0.2643156662366958	0.2643156662366958	6.986277141814837
bpv_calibrated_log2_change	PC3	3	highest_loading	3	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	0.2514158284368206	0.2514158284368206	6.3209918788572805
bpv_calibrated_log2_change	PC3	3	highest_loading	4	HPV31__IgG2	HPV31	IgG2	igg_subclass_architecture	0.23918126144961507	0.23918126144961507	5.720767582862912
bpv_calibrated_log2_change	PC3	3	highest_loading	5	HPV52__IgG2	HPV52	IgG2	igg_subclass_architecture	0.23073612848635086	0.23073612848635086	5.323916098886981
bpv_calibrated_log2_change	PC3	3	highest_loading	6	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	0.21961696819618748	0.21961696819618748	4.823161271968522
bpv_calibrated_log2_change	PC3	3	highest_loading	7	HPV16__IgG2	HPV16	IgG2	igg_subclass_architecture	0.20866248354354333	0.20866248354354333	4.354003203855949
bpv_calibrated_log2_change	PC3	3	highest_loading	8	HPV58__IgM	HPV58	IgM	binding_antibody_abundance	0.19402633497487753	0.19402633497487753	3.7646218663783384
bpv_calibrated_log2_change	PC3	3	highest_loading	9	HPV31__IgM	HPV31	IgM	binding_antibody_abundance	0.17341712464532585	0.17341712464532585	3.0073499120252487
bpv_calibrated_log2_change	PC3	3	highest_loading	10	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	0.16619897708460868	0.16619897708460868	2.762209998397028
bpv_calibrated_log2_change	PC3	3	lowest_loading	1	HPV52__FcgR2A	HPV52	FcgR2A	fc_receptor_communication	-0.22939581083027868	0.22939581083027868	5.262243802648101
bpv_calibrated_log2_change	PC3	3	lowest_loading	2	HPV45__FcgR2A	HPV45	FcgR2A	fc_receptor_communication	-0.21632761508123713	0.21632761508123713	4.67976370467359
bpv_calibrated_log2_change	PC3	3	lowest_loading	3	HPV31__FcgR2A	HPV31	FcgR2A	fc_receptor_communication	-0.21376520664307652	0.21376520664307652	4.5695563571157205
bpv_calibrated_log2_change	PC3	3	lowest_loading	4	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	-0.20431281414807656	0.20431281414807656	4.174372602510648
bpv_calibrated_log2_change	PC3	3	lowest_loading	5	HPV58__FcgR2A	HPV58	FcgR2A	fc_receptor_communication	-0.20035970526039246	0.20035970526039246	4.014401149203134
bpv_calibrated_log2_change	PC3	3	lowest_loading	6	HPV33__FcgR2A	HPV33	FcgR2A	fc_receptor_communication	-0.1471105074544054	0.1471105074544054	2.1641501403492667
bpv_calibrated_log2_change	PC3	3	lowest_loading	7	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	-0.12515561174570217	0.12515561174570217	1.5663927151440942
bpv_calibrated_log2_change	PC3	3	lowest_loading	8	HPV52__FcgR2B	HPV52	FcgR2B	fc_receptor_communication	-0.09677670443825583	0.09677670443825583	0.9365730521929525
bpv_calibrated_log2_change	PC3	3	lowest_loading	9	HPV31__FcgR2B	HPV31	FcgR2B	fc_receptor_communication	-0.09276362063746638	0.09276362063746638	0.8605089313771778
bpv_calibrated_log2_change	PC3	3	lowest_loading	10	HPV33__FcgR2B	HPV33	FcgR2B	fc_receptor_communication	-0.08681109161556237	0.08681109161556237	0.7536165627485564
bpv_calibrated_log2_change	PC4	4	highest_loading	1	HPV33__IgA1	HPV33	IgA1	binding_antibody_abundance	0.2537551488351905	0.2537551488351905	6.439167556036969
bpv_calibrated_log2_change	PC4	4	highest_loading	2	HPV58__IgA1	HPV58	IgA1	binding_antibody_abundance	0.25066969661020205	0.25066969661020205	6.283529679865074
bpv_calibrated_log2_change	PC4	4	highest_loading	3	HPV31__IgA1	HPV31	IgA1	binding_antibody_abundance	0.23628870086036755	0.23628870086036755	5.583235015428026
bpv_calibrated_log2_change	PC4	4	highest_loading	4	HPV45__IgA1	HPV45	IgA1	binding_antibody_abundance	0.2275114660854507	0.2275114660854507	5.176146720035119
bpv_calibrated_log2_change	PC4	4	highest_loading	5	HPV18__IgA1	HPV18	IgA1	binding_antibody_abundance	0.19587567742779666	0.19587567742779666	3.8367281007798253
bpv_calibrated_log2_change	PC4	4	highest_loading	6	HPV52__IgA1	HPV52	IgA1	binding_antibody_abundance	0.1650401321328568	0.1650401321328568	2.723824521443083
bpv_calibrated_log2_change	PC4	4	highest_loading	7	HPV33__FcgR3A	HPV33	FcgR3A	fc_receptor_communication	0.162042035447954	0.162042035447954	2.6257621252115984
bpv_calibrated_log2_change	PC4	4	highest_loading	8	HPV16__IgA1	HPV16	IgA1	binding_antibody_abundance	0.1336685926080723	0.1336685926080723	1.78672926498228
bpv_calibrated_log2_change	PC4	4	highest_loading	9	HPV52__FcgR3A	HPV52	FcgR3A	fc_receptor_communication	0.11745441601150824	0.11745441601150824	1.3795539840604445
bpv_calibrated_log2_change	PC4	4	highest_loading	10	HPV45__FcgR3A	HPV45	FcgR3A	fc_receptor_communication	0.10324182490725667	0.10324182490725667	1.0658874410180643
bpv_calibrated_log2_change	PC4	4	lowest_loading	1	HPV33__IgG4	HPV33	IgG4	igg_subclass_architecture	-0.2356821296149642	0.2356821296149642	5.554606621984479
bpv_calibrated_log2_change	PC4	4	lowest_loading	2	HPV31__IgG4	HPV31	IgG4	igg_subclass_architecture	-0.22624908096174834	0.22624908096174834	5.118864663603576
bpv_calibrated_log2_change	PC4	4	lowest_loading	3	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	-0.2044060914093739	0.2044060914093739	4.178185020525732
bpv_calibrated_log2_change	PC4	4	lowest_loading	4	HPV16__IgG4	HPV16	IgG4	igg_subclass_architecture	-0.16928206134470258	0.16928206134470258	2.865641629311165
bpv_calibrated_log2_change	PC4	4	lowest_loading	5	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	-0.16387609946159365	0.16387609946159365	2.6855375974746134
bpv_calibrated_log2_change	PC4	4	lowest_loading	6	HPV33__IgG	HPV33	IgG	binding_antibody_abundance	-0.1618983765807246	0.1618983765807246	2.621108433947411
bpv_calibrated_log2_change	PC4	4	lowest_loading	7	HPV58__IgG4	HPV58	IgG4	igg_subclass_architecture	-0.15638024383562646	0.15638024383562646	2.4454780662089988
bpv_calibrated_log2_change	PC4	4	lowest_loading	8	HPV18__IgG4	HPV18	IgG4	igg_subclass_architecture	-0.15289403103812244	0.15289403103812244	2.3376584727086347
bpv_calibrated_log2_change	PC4	4	lowest_loading	9	HPV58__FcgR2B	HPV58	FcgR2B	fc_receptor_communication	-0.15145806039582224	0.15145806039582224	2.2939544058864536
bpv_calibrated_log2_change	PC4	4	lowest_loading	10	HPV58__IgG	HPV58	IgG	binding_antibody_abundance	-0.15012353547435248	0.15012353547435248	2.2537075903319166
bpv_calibrated_log2_change	PC5	5	highest_loading	1	HPV45__FcgR2B	HPV45	FcgR2B	fc_receptor_communication	0.2359723587485361	0.2359723587485361	5.568295409334781
bpv_calibrated_log2_change	PC5	5	highest_loading	2	HPV33__FcgR2B	HPV33	FcgR2B	fc_receptor_communication	0.2236504585151666	0.2236504585151666	5.001952759404426
bpv_calibrated_log2_change	PC5	5	highest_loading	3	HPV18__FcgR2B	HPV18	FcgR2B	fc_receptor_communication	0.2191397954156239	0.2191397954156239	4.8022249934801495
bpv_calibrated_log2_change	PC5	5	highest_loading	4	HPV58__FcgR2B	HPV58	FcgR2B	fc_receptor_communication	0.21053747646935894	0.21053747646935894	4.432602899808587
bpv_calibrated_log2_change	PC5	5	highest_loading	5	HPV45__IgA2	HPV45	IgA2	binding_antibody_abundance	0.19153838308641194	0.19153838308641194	3.668695219535709
bpv_calibrated_log2_change	PC5	5	highest_loading	6	HPV52__FcgR2B	HPV52	FcgR2B	fc_receptor_communication	0.19005606383095386	0.19005606383095386	3.6121307398915605
bpv_calibrated_log2_change	PC5	5	highest_loading	7	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	0.17473244337500027	0.17473244337500027	3.0531426767797676
bpv_calibrated_log2_change	PC5	5	highest_loading	8	HPV16__IgG2	HPV16	IgG2	igg_subclass_architecture	0.16402228562208718	0.16402228562208718	2.6903310180693545
bpv_calibrated_log2_change	PC5	5	highest_loading	9	HPV58__IgG2	HPV58	IgG2	igg_subclass_architecture	0.15956858226534132	0.15956858226534132	2.5462132446171
bpv_calibrated_log2_change	PC5	5	highest_loading	10	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	0.13488091928897855	0.13488091928897855	1.8192862388239948
bpv_calibrated_log2_change	PC5	5	lowest_loading	1	HPV31__IgG1	HPV31	IgG1	igg_subclass_architecture	-0.23479486031020505	0.23479486031020505	5.51286264280887
bpv_calibrated_log2_change	PC5	5	lowest_loading	2	HPV33__IgG1	HPV33	IgG1	igg_subclass_architecture	-0.1945360103690919	0.1945360103690919	3.7844259330323435
bpv_calibrated_log2_change	PC5	5	lowest_loading	3	HPV18__IgG1	HPV18	IgG1	igg_subclass_architecture	-0.18346336871678007	0.18346336871678007	3.3658807660909194
bpv_calibrated_log2_change	PC5	5	lowest_loading	4	HPV18__FcgR3A	HPV18	FcgR3A	fc_receptor_communication	-0.17340815221394673	0.17340815221394673	3.0070387254255317
bpv_calibrated_log2_change	PC5	5	lowest_loading	5	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	-0.16545184563583096	0.16545184563583096	2.7374313224302833
bpv_calibrated_log2_change	PC5	5	lowest_loading	6	HPV45__IgG3	HPV45	IgG3	igg_subclass_architecture	-0.16092972411435505	0.16092972411435505	2.5898376103522427
bpv_calibrated_log2_change	PC5	5	lowest_loading	7	HPV31__IgG	HPV31	IgG	binding_antibody_abundance	-0.1585928166557997	0.1585928166557997	2.5151681494820095
bpv_calibrated_log2_change	PC5	5	lowest_loading	8	HPV58__IgG1	HPV58	IgG1	igg_subclass_architecture	-0.14885644431280365	0.14885644431280365	2.2158241013450812
bpv_calibrated_log2_change	PC5	5	lowest_loading	9	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	-0.1342649130914362	0.1342649130914362	1.8027066887450915
bpv_calibrated_log2_change	PC5	5	lowest_loading	10	HPV45__IgG1	HPV45	IgG1	igg_subclass_architecture	-0.13396290199728542	0.13396290199728542	1.7946059111534296
bpv_calibrated_log2_change	PC6	6	highest_loading	1	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	0.2827173820236057	0.2827173820236057	7.99291180982814
bpv_calibrated_log2_change	PC6	6	highest_loading	2	HPV58__IgA2	HPV58	IgA2	binding_antibody_abundance	0.2491305858843445	0.2491305858843445	6.206604882307675
bpv_calibrated_log2_change	PC6	6	highest_loading	3	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	0.21497717224671622	0.21497717224671622	4.62151845871943
bpv_calibrated_log2_change	PC6	6	highest_loading	4	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	0.1957210662804451	0.1957210662804451	3.8306735785954387
bpv_calibrated_log2_change	PC6	6	highest_loading	5	HPV18__IgA2	HPV18	IgA2	binding_antibody_abundance	0.18945859901166293	0.18945859901166293	3.589456073946208
bpv_calibrated_log2_change	PC6	6	highest_loading	6	HPV33__IgG4	HPV33	IgG4	igg_subclass_architecture	0.18592226509332638	0.18592226509332638	3.4567088657433125
bpv_calibrated_log2_change	PC6	6	highest_loading	7	HPV52__IgA2	HPV52	IgA2	binding_antibody_abundance	0.1856465981489346	0.1856465981489346	3.4464659404272013
bpv_calibrated_log2_change	PC6	6	highest_loading	8	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	0.18505670785755665	0.18505670785755665	3.424598512307707
bpv_calibrated_log2_change	PC6	6	highest_loading	9	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	0.18381155331858237	0.18381155331858237	3.378668713339005
bpv_calibrated_log2_change	PC6	6	highest_loading	10	HPV31__IgA2	HPV31	IgA2	binding_antibody_abundance	0.17743017592058535	0.17743017592058535	3.148146732720987
bpv_calibrated_log2_change	PC6	6	lowest_loading	1	HPV58__FcgR3A	HPV58	FcgR3A	fc_receptor_communication	-0.17029316597562827	0.17029316597562827	2.8999762378002876
bpv_calibrated_log2_change	PC6	6	lowest_loading	2	HPV33__FcgR3A	HPV33	FcgR3A	fc_receptor_communication	-0.16322496922690108	0.16322496922690108	2.6642390579122806
bpv_calibrated_log2_change	PC6	6	lowest_loading	3	HPV45__FcgR3A	HPV45	FcgR3A	fc_receptor_communication	-0.14393945939279035	0.14393945939279035	2.0718567970288744
bpv_calibrated_log2_change	PC6	6	lowest_loading	4	HPV52__FcgR3A	HPV52	FcgR3A	fc_receptor_communication	-0.13834635663441705	0.13834635663441705	1.913971439401731
